ts,open,high,low,close,volume,quote_volume,num_trades,taker_buy_base_volume,taker_buy_quote_volume,close_delta_1h,close_pct_change_1h,volume_delta_1h,volume_pct_change_1h,cvd_ratio_6h,cvd_zscore_6h,liquidity_range_ratio_6h,liquidity_close_position_ratio,volatility_realized_24h,volatility_ewm_24h,volatility_realized_72h,volatility_ewm_72h,volatility_garch_like,intrabar_path_range,intrabar_quote_volume_sum,intrabar_realized_vol_15m,intrabar_taker_imbalance_mean,intrabar_taker_imbalance_persistence,intrabar_vol_term_structure_6h_24h,intrabar_volume_regime_transition,intrabar_volume_regime_zscore_24h,intrabar_volume_sum,intrabar_wick_asymmetry_mean,intrabar_wick_asymmetry_persistence,ret_1h
2026-02-08T06:00:00Z,69318.39,69439.23,69170.81,69246.41,0.35298,24448.7994459,59.0,0.30003,20784.5123633,-82.50999999999476,-0.001190123832882417,0.28628000000000003,4.292053973013494,0.8586024366562806,0.13576006915911668,0.7021891636182827,-0.4367036733476374,0.02877506272436731,0.005548610480911568,0.0553237872993002,0.008970797719838082,0.0045805459687991955,0.003876302035007999,24448.7994459,0.0,0.6999830018697943,0.0,0.0,0.33525209955173185,-0.5749969006304726,0.35298,0.16854183741893666,0.0,0.0005861675717195869
2026-02-08T07:00:00Z,69254.12,69441.45,69107.82,69287.0,0.19018,13190.4526253,47.0,0.09629,6674.2682075,40.58999999999651,0.0005861675717195869,-0.16280000000000003,-0.46121593291404617,0.6790582571536758,-0.7823181130145218,0.9499580017368511,0.07412402961359023,0.022059751689273287,0.0053246204839008104,0.05528399279077208,0.00884758833722348,0.00446098988918742,0.004815188996492706,13190.4526253,0.0,0.012619623514565219,0.0,0.0,0.13065160853920443,-0.705648509169677,0.19018,0.02442825884965073,0.0,0.005960714131078015
2026-02-08T08:00:00Z,69385.59,69700.0,69266.13,69700.0,0.06395,4444.1086116,33.0,0.06203,4310.6615358,413.0,0.005960714131078015,-0.12622999999999998,-0.6637396151014827,0.6958043326782907,-0.8112205524029198,1.1948720773319312,1.0,0.02070850035398478,0.005376710421671514,0.05535187668579133,0.008780821360192396,0.004547126748316162,0.006224820659971239,4444.1086116,0.0,0.9399530883502735,0.0,0.0,0.14543526073897228,-0.8510837699086493,0.06395,-0.2753359301173004,0.0,0.013284361549497747
2026-02-08T10:00:00Z,70670.31,70670.31,70153.66,70197.3,0.05265,3708.4577799,28.0,0.03837,2704.8035188,-428.61999999999534,-0.006068876695694669,-0.64374,-0.9243958126911644,0.4071616825385672,-0.9292150035462551,1.0241001668346017,-0.8310655182425243,0.024333171832281276,0.006344376337286095,0.05568790011753098,0.008865204462264286,0.005323323243787621,0.0073599696854436585,3708.4577799,0.0,0.45754985754985755,0.0,0.0,1.1073189717069918,-0.9643520384652506,0.05265,-0.08446724087873785,0.0,0.0028488275190070578
2026-02-08T11:00:00Z,70249.03,70431.66,69902.64,70397.28,0.49487,34741.5723699,54.0,0.35651,25046.3556331,199.97999999999593,0.0028488275190070578,0.44221999999999995,8.399240265906931,0.3964516860973951,-0.7660760367746862,0.9853935060863148,0.8700238176250534,0.02446473632561644,0.0061382768633760736,0.055296485884009844,0.008755590681260073,0.005187353006735161,0.007514778980097016,34741.5723699,0.0,0.44082284236264074,0.0,0.0,0.760166514312658,-0.20418552415259264,0.49487,-0.5897886658349256,0.0,0.008250602864201761
2026-02-08T14:00:00Z,71271.63,71509.0,70983.0,71509.0,2.14834,152892.0705565,93.0,1.62605,115645.4561385,263.4499999999971,0.0036977748083915074,1.9857,12.209173635022134,0.1886960310463973,-0.4965681684967723,0.7636894232886597,1.0,0.022773024763377198,0.006003519934152409,0.05503174748646812,0.008545787225751954,0.005135993818765704,0.007355717462137633,152892.0705565,0.0,0.5137734250630719,0.0,0.0,3.0138992140680503,2.1916408946079753,2.14834,-0.5487262357414537,0.0,-0.0036152092743571007
2026-02-08T15:00:00Z,71537.25,71570.17,71129.78,71250.48,0.32207,22980.2755219,55.0,0.19197,13697.5483388,-258.5200000000041,-0.0036152092743571007,-1.82627,-0.8500842510961952,0.17783971422494035,-0.5442121727115997,0.7696031316079212,-0.45184949703676297,0.022296765237021732,0.005848781332432416,0.055068615533329805,0.008449202216474641,0.0050394887148921845,0.006180870641152164,22980.2755219,0.0,0.19210109603502337,0.0,0.0,2.7246990475929103,-0.5330581529849348,0.32207,-0.19932332705102057,0.0,-0.0015337440533733648
2026-02-08T17:00:00Z,71134.97,71227.57,70277.25,70440.01,0.15595,11038.2093671,66.0,0.10067,7139.5403522,-701.1900000000023,-0.009856313922171678,-0.04275999999999999,-0.21518796235720394,0.13723362114957047,-0.5945402024275731,1.4030349484127753,-0.6574627493896928,0.02338237572119867,0.006080814951014468,0.05225945455170567,0.0083834174025625,0.0052424039470067765,0.013491196267575872,11038.2093671,0.0,0.29105482526450777,0.0,0.0,0.08494418407719151,-0.7549932079411981,0.15595,-0.07382776327972518,0.0,0.004994604628818289
2026-02-08T19:00:00Z,70817.0,71414.47,70811.33,71172.44,0.26901,19132.144109,83.0,0.14299,10175.2845998,380.6100000000006,0.005376467877719726,-0.18022999999999995,-0.40118867420532445,0.44974204982897403,0.5865937856721335,0.993736355772788,0.19743343170742517,0.023914811766124467,0.005951788995838587,0.04937951302379891,0.008242119499300787,0.005168718136817393,0.00847434765479446,19132.144109,0.0,0.06308315675997168,0.0,0.0,0.35814835227886127,-0.5196281680184861,0.26901,0.39188248167921347,0.0,0.003577929884095443
2026-02-08T21:00:00Z,71310.08,71310.08,70754.72,70857.74,1.07446,76278.1273901,74.0,0.71303,50686.0989365,-569.3499999999913,-0.007971065319894666,0.15705999999999998,0.17120122084150857,0.22452908374853592,-0.35451847797826735,0.8937478207225781,-0.6289974070872543,0.025189827238422915,0.006003780483234187,0.04658083835123406,0.008145909316684677,0.005226480148365701,0.007837675884102436,76278.1273901,0.0,0.3272341455242635,0.0,0.0,0.3136074837220254,1.0800979493338068,1.07446,-0.18550129645635977,0.0,-0.0029545113914162258
