ts,ret_1h,p_up_transformer,p_up_lstm,p_up_xgb,meta_prob_mean,meta_prob_std,meta_prob_span,meta_ret_vol_24,meta_ret_trend_24,meta_ret_abs_6,p_up_meta,p_up_gate,signal_meta,y_true,fold,backtest_split,ret_gross_meta,ret_net_fee_20_10,ret_net_fee_25_12,ret_net_fee_30_15,equity_fee_20_10,equity_fee_25_12,equity_fee_30_15,p_up,signal_ensemble,ret_ensemble_net,ret_pred,signal_dir_only,expected_value,regime_state,volatility_realized_24h,volatility_ewm_24h,volatility_garch_like,ret_ensemble_gross,trade_action,trade_decision_triggered,trade_decision_direction_ret_aligned,trade_decision_expected_net_raw
2026-02-07T19:00:00Z,0.0001038389720324,0.7243454456329346,0.5518792143889836,0.5518792143889836,0.6093679581369672,0.0813013610921899,0.172466231243951,0.0,0.0,0.0,,0.6093679581369672,1,1,0,trainval_oof,0.0001038389720324,-0.0001961610279675,-0.0002661610279676,-0.0003461610279676,0.9998038582103488,0.9997338743897364,0.9996538988788484,0.6093679581369672,0,0.0,-0.0024130847305059,1,,trend_ignition,0.0,0.0,0.0,0.0,hold,False,False,-0.001470456515039874
2026-02-07T20:00:00Z,0.0065354621789346,0.4975149631500244,0.4989660552569798,0.4989660552569798,0.4984823578879946,0.0006840513793029,0.0014510921069553,0.0,0.0,0.0,,0.4984823578879946,0,1,0,trainval_oof,0.0,0.0,0.0,0.0,0.9998038582103488,0.9997338743897364,0.9996538988788484,0.4984823578879946,0,0.0,0.0026053953915834,0,,neutral,0.0,7.34252412755503e-05,2.543524968945131e-05,0.0,hold,False,False,0.0012987436380270084
2026-02-07T21:00:00Z,-0.0005812877698829,0.7304417639970779,0.5537872059004647,0.5537872059004647,0.6126720585993358,0.0832757573050854,0.1766545580966132,0.0,0.0,0.0024068629736166,,0.6126720585993358,1,0,0,trainval_oof,-0.0005812877698829,-0.0008812877698829,-0.0009512877698829,-0.0010312877698829,0.998923131441694,0.998783291992282,0.9986234994493076,0.6126720585993358,0,0.0,-0.0019043562933802,1,,trend_ignition,0.0,0.0033970081712158,0.0016010446865556,0.0,hold,False,False,-0.0011667458905718479
2026-02-07T22:00:00Z,0.0022480544081435,0.6986150592565536,0.534704715013504,0.534704715013504,0.5893414964278539,0.0772680772805878,0.1639103442430496,0.0,0.0,0.0023671608322483,,0.5893414964278539,1,1,0,trainval_oof,0.0022480544081435,0.0019480544081435,0.0018780544081435,0.0017980544081435,1.0008709846973611,1.000660823858235,1.0004206940772356,0.5893414964278539,0,0.0,0.0001947710406966,1,,trend_ignition,0.0,0.0028089051041756,0.0015587870833863,0.0,hold,False,True,0.00011478665658494468
2026-02-07T23:00:00Z,-0.0028308776878631,0.7221374362707138,0.5408254648957934,0.5408254648957934,0.6012627886874334,0.0854712829796716,0.1813119713749204,0.0,0.0,0.0024599042033713,,0.6012627886874334,1,0,0,trainval_oof,-0.0028308776878631,-0.0031308776878631,-0.0032008776878631,-0.0032808776878631,0.9977422804138916,0.997462951683223,0.9971438146033405,0.6012627886874334,0,0.0,-0.0024130847305059,1,,trend_ignition,0.0,0.002526819504774,0.0016084940342975,0.0,hold,False,False,-0.0014508980544030413
2026-02-08T00:00:00Z,0.0011650080682699,0.6424383372068405,0.5373676121234894,0.5373676121234894,0.5723911871512731,0.0495308148070833,0.1050707250833511,0.0,0.0,0.0022440881808544,,0.5723911871512731,1,1,0,trainval_oof,0.0011650080682699,0.0008650080682699,0.0007950080682699,0.0007150080682699,0.9986057089189776,0.9982562580783204,0.9978570354249428,0.5723911871512731,0,0.0,-0.0025372912641614,1,,neutral,0.0,0.0025769508825451,0.0017067073515652,0.0,hold,False,False,-0.0014523231588418983
2026-02-08T01:00:00Z,0.0047084101254437,0.5749252289533615,0.5052577597754342,0.5052577597754342,0.5284802495014099,0.0328415599225448,0.0696674691779273,0.0,0.0,0.0030115167064229,,0.5284802495014099,1,1,0,trainval_oof,0.0047084101254437,0.0044084101254437,0.0043384101254437,0.0042584101254437,1.003017690203756,1.0025965112276467,1.0021153803828975,0.5284802495014099,0,0.0,0.0022001906763762,1,,neutral,0.0,0.0023564804647801,0.0016791407364487,0.0,hold,False,True,0.00116275731760197
2026-02-08T02:00:00Z,-0.0002625190263234,0.6715026497840881,0.5292600435870034,0.5292600435870034,0.5766742456526983,0.0670538076104041,0.1422426061970847,0.0028363968128546,0.0013857611585943,0.0019660261809877,,0.5766742456526983,1,0,0,trainval_oof,-0.0002625190263234,-0.0005625190263234,-0.0006325190263234,-0.0007125190263234,1.0024536323307938,1.0019625503758562,1.001401608426051,0.5766742456526983,0,0.0,-0.0004028065595775,1,,neutral,0.0028186004268642,0.0026034517812671,0.0019951166258132,0.0,hold,False,False,-0.0002322881688883135
2026-02-08T03:00:00Z,-0.0031247088232326,0.6918466091156006,0.5323827820164817,0.5323827820164817,0.5855373910495213,0.075171968997164,0.1594638270991188,0.0030266415625767,0.0008845978272802,0.0023899296898793,,0.5855373910495213,1,0,0,trainval_oof,-0.0031247088232326,-0.0034247088232326,-0.0034947088232326,-0.0035747088232326,0.9990263925301962,0.9984670943684808,0.9978282798705292,0.5855373910495213,0,0.0,-0.0036983198951929,1,,trend_ignition,0.0027094103209463,0.0024358135436043,0.0019354058757562,0.0,hold,False,False,-0.0021655045826977897
2026-02-08T04:00:00Z,-0.0019865426235572,0.5956406742334366,0.4995496230466025,0.4995496230466025,0.5315799734422139,0.045297755937036,0.096091051186834,0.0029977347293321,0.0005974837821964,0.0023463443924483,,0.5315799734422139,1,0,0,trainval_oof,-0.0019865426235572,-0.0022865426235571,-0.0023565426235572,-0.0024365426235571,0.996744685705688,0.996116934316144,0.9953999882549904,0.5315799734422139,1,-0.0022865426235571997,0.0031168817076832,1,,neutral,0.0028835619348173,0.0025653481497444,0.0020265429833774,-0.0019865426235572,long,True,True,0.0016568718953927576
2026-02-08T05:00:00Z,-0.0002031809039682,0.7129903733730316,0.5386772411210197,0.5386772411210197,0.596781618538357,0.0821719985768434,0.1743131322520119,0.002867481005313,0.0005246960834542,0.0019083949284658,,0.596781618538357,1,0,0,trainval_oof,-0.0002031809039682,-0.0005031809039682,-0.0005731809039682,-0.0006531809039681,0.9962432689759502,0.995546142710326,0.9947500242859872,0.596781618538357,0,0.0,-0.0014117951504886,1,,trend_ignition,0.0028633843388647,0.0025127808599211,0.0020241652529821,0.0,hold,False,False,-0.0008425333949531901
2026-02-08T06:00:00Z,-0.004892827590794,0.4896361380815506,0.4698710952486311,0.4698710952486311,0.4764594428596043,0.0093173305450666,0.0197650428329195,0.0031271750609033,7.323577726689168e-05,0.0025296981822198,,0.4764594428596043,0,0,0,trainval_oof,-0.0,-0.0,-0.0,-0.0,0.9962432689759502,0.995546142710326,0.9947500242859872,0.4764594428596043,0,0.0,0.0002821877133101,0,,neutral,0.0027492314727504,0.0023707809193029,0.001963131992985,0.0,hold,False,False,0.000134451000665556
2026-02-08T07:00:00Z,-0.0001387982554543,0.6732715219259262,0.5201009341648647,0.5201009341648647,0.5711577967518853,0.0722053075227838,0.1531705877610615,0.003005023824667,5.692546705756925e-05,0.0017680962038882,,0.5711577967518853,1,0,0,trainval_oof,-0.0001387982554543,-0.0004387982554543,-0.0005087982554543,-0.0005887982554543,0.9958062150637752,0.9950397394091736,0.99416448960489,0.5711577967518853,1,-0.0004387982554543,0.0054894322529435,1,,neutral,0.0030045559923119,0.0026953918254165,0.0022492309126816,-0.0001387982554543,long,True,True,0.0031353320310099474
