ts,open,high,low,close,volume,quote_volume,num_trades,taker_buy_base_volume,taker_buy_quote_volume,close_delta_1h,close_pct_change_1h,volume_delta_1h,volume_pct_change_1h,cvd_ratio_6h,cvd_zscore_6h,liquidity_range_ratio_6h,liquidity_close_position_ratio,volatility_realized_24h,volatility_ewm_24h,volatility_realized_72h,volatility_ewm_72h,volatility_garch_like,intrabar_path_range,intrabar_quote_volume_sum,intrabar_realized_vol_15m,intrabar_taker_imbalance_mean,intrabar_taker_imbalance_persistence,intrabar_vol_term_structure_6h_24h,intrabar_volume_regime_transition,intrabar_volume_regime_zscore_24h,intrabar_volume_sum,intrabar_wick_asymmetry_mean,intrabar_wick_asymmetry_persistence,ret_1h
2026-02-03T12:00:00Z,78143.88,78300.43,78019.92,78198.51,0.21436,16753.3617418,31.0,0.14641,11441.9699687,86.95999999999185,0.0011132796622266294,-0.029689999999999994,-0.12165539848391727,-0.07612828606539601,1.3224117950140388,0.519780606667027,0.2733235891769072,0.0,0.0024551772870889483,0.0,0.0016131028457522715,0.003094462706097085,0.003587152747539496,16753.3617418,0.0,0.36601977980966616,0.0,0.0,0.024956775642441698,-0.8524595489532801,0.21436,-0.07857117393322363,0.0,0.002243009489567127
2026-02-03T14:00:00Z,78371.02,78424.77,78257.8,78294.44,0.6027,47229.8892248,32.0,0.50229,39364.2135123,-79.47000000000116,-0.001013985393863881,0.44715000000000005,2.874638379942141,0.242185009816376,1.6915476912131968,0.36747449774964275,-0.5611187638498034,0.0,0.002356651657682175,0.0,0.0016197012913170639,0.003151772420074393,0.0021325907688975253,47229.8892248,0.0,0.6667994026879044,0.0,0.0,1.07619558261721,0.17628261217876093,0.6027,0.10247349823321832,0.0,-0.013899198972494031
2026-02-03T15:00:00Z,78322.32,78409.58,77206.21,77206.21,0.8329,64884.1027007,138.0,0.19896,15548.0597623,-1088.229999999996,-0.013899198972494031,0.23019999999999996,0.3819479011116642,0.07459916638778184,1.085920125702864,2.1443183235624312,-1.0,0.017580195453135113,0.004558739447963145,0.0,0.0028140517355360866,0.004442485706240902,0.015586440520781881,64884.1027007,0.0,-0.5222475687357426,0.0,0.0,0.5355799459160515,0.7118625580948125,0.8329,0.07251302591887375,0.0,0.011922875115874643
2026-02-03T16:00:00Z,77285.82,78170.57,77048.41,78126.73,0.88672,68831.0628095,135.0,0.62946,48897.325569,920.5199999999895,0.011922875115874643,0.05381999999999998,0.0646176011525994,0.18507771738390083,1.380075009486844,1.8704381234946679,0.9218649746916466,0.02120239733803027,0.005509791954584541,0.0,0.00339862532747401,0.005077994718449723,0.01436332993842189,68831.0628095,0.0,0.41974918801876593,0.0,0.0,0.08422408536817161,0.7960866434629841,0.88672,-0.17249768303984445,0.0,-0.020869041875936634
2026-02-03T17:00:00Z,77981.24,77981.24,76489.63,76496.3,2.20724,169560.9700714,211.0,0.80071,61552.0186308,-1630.429999999993,-0.020869041875936634,1.3205200000000001,1.4892186936124143,-0.024000555162088922,0.45478427577393743,1.8735680790487466,-0.9910566434925946,0.02990526063676304,0.00796943032230168,0.0,0.004839424798862807,0.0068151724386249935,0.01949911302899618,169560.9700714,0.0,-0.27446947318823506,0.0,0.0,1.9139210880176813,2.7100077314806654,2.20724,-0.004471678253697851,0.0,-0.02114546716638588
2026-02-03T18:00:00Z,76527.18,76527.18,74878.75,74878.75,4.06493,307806.1937552,386.0,0.62791,47689.120179,-1617.550000000003,-0.02114546716638588,1.8576900000000003,0.8416348018339648,-0.3434452871072589,-2.5046904402012333,1.609606296137172,-1.0,0.03675727196717628,0.009745392161753085,0.0,0.005940766009237901,0.008101884920633351,0.022014657028863235,307806.1937552,0.0,-0.6910598706496791,0.0,0.0,0.4411129855504612,3.1511207170311266,4.06493,0.0,0.0,-0.022287898769677628
2026-02-03T19:00:00Z,74940.7,75254.4,73150.0,73209.86,12.3189,912024.4683591,491.0,6.35096,470174.1614826,-1668.8899999999994,-0.022287898769677628,8.253969999999999,2.0305318910780747,-0.128760091023024,-1.832879576505632,1.6018410566284762,-0.9431096749667357,0.04311786025936686,0.011314551753632834,0.0,0.006945864460817346,0.009245492246729416,0.02874476197605069,912024.4683591,0.0,0.031092061791231373,0.0,0.0,0.504532351539853,3.6556530685709796,12.3189,0.12062345561680156,0.0,0.025154671788745198
2026-02-04T11:00:00Z,76134.5,76303.16,76099.26,76287.17,0.4714,35944.0475502,49.0,0.37545,28627.7859184,174.56999999999243,0.0022935755709303507,0.30952999999999997,1.9122135046642366,0.12479653581228091,0.1676786640920755,0.48218128502851065,0.843158410985804,0.05539765289687158,0.008457261273036833,0.0,0.007499867115641247,0.006512764329109414,0.0026727954386040107,35944.0475502,0.0,0.59291472210437,0.0,0.0,0.11386269894119466,-0.46579434155873073,0.4714,-0.09440902403138389,0.0,-0.00326227857187511
2026-02-04T12:00:00Z,76281.3,76281.3,75684.31,76038.3,0.19652,14946.6633062,54.0,0.09655,7344.5662883,-248.86999999999534,-0.00326227857187511,-0.27488,-0.5831141281289776,0.10804939624635516,0.15006620345311472,1.3201755840824398,0.18591601199353225,0.055482783073180705,0.008164400132534316,0.0,0.007416164359560777,0.00630145645864605,0.00785117499996719,14946.6633062,0.0,-0.017402808874414852,0.0,0.0,0.10490878065258785,-0.5707031222113186,0.19652,-0.592958005996754,0.0,0.001504504966576059
2026-02-04T13:00:00Z,76051.27,76268.06,75997.49,76152.7,0.57049,43427.8053031,58.0,0.31486,23970.5994038,114.39999999999418,0.001504504966576059,0.37397,1.9029615306330148,0.1520512040209294,0.1887813224861795,0.6723516694691117,0.14728166463394662,0.05545790765969134,0.00784255353268143,0.0,0.007318099469890857,0.0060704633158785255,0.003552992868276403,43427.8053031,0.0,0.10382302932566721,0.0,0.0,0.1351212631150689,-0.4355818590962497,0.57049,0.22759359869905557,0.0,-0.01627401260887662
2026-02-04T15:00:00Z,74843.59,75736.77,74245.86,74338.1,2.53654,190213.4908812,205.0,0.50657,38109.6186548,-575.2899999999936,-0.007679401506192618,1.35929,1.1546315565937566,-0.3563912891297929,-0.7699873283264768,1.9939682497224867,-0.876263490083231,0.05663294878486471,0.008753697918214868,0.034236209682340424,0.00771117763277616,0.006843627449550699,0.02005579911243364,190213.4908812,0.0,-0.6005818950223533,0.0,0.0,0.49673582284402595,0.2844894970692364,2.53654,0.5372155260880942,0.0,-0.0024342833620983884
2026-02-04T20:00:00Z,73482.22,73972.55,73110.96,73894.73,4.3446,319491.5460378,126.0,0.99175,73030.9157444,446.1299999999901,0.006074043616896674,-3.38692,-0.438066512147676,-0.6617211195188691,-2.954808656057555,0.622800127221556,0.8193572348796823,0.03828226328829735,0.008957324841260217,0.03624859111526925,0.00793025152509433,0.007049469120864815,0.011659694811795056,319491.5460378,0.0,-0.5434562445334438,0.0,0.0,1.642559775248563,1.1180895516799252,4.3446,-0.34057962604021513,0.0,-0.004940677095646717
2026-02-05T00:00:00Z,72648.19,73503.6,72485.07,73160.68,0.84369,61533.1047667,97.0,0.25727,18805.5897245,583.5099999999948,0.00803985605941926,-4.056760000000001,-0.8278341784938118,-0.7493213084308755,-1.6563201311531115,0.8036468792040312,0.3266374088146384,0.03489266839168901,0.008473277463613338,0.03716165559708237,0.007846642535121295,0.006688297865872871,0.01392182248716112,61533.1047667,0.0,-0.3901314463843355,0.0,0.0,1.5327605711097032,-0.5372512021502682,0.84369,0.17652891912856536,0.0,-0.003667543822719943
2026-02-05T01:00:00Z,73152.73,73310.95,72795.59,72892.36,0.68454,49979.9484107,87.0,0.4823,35233.6731885,-268.31999999999243,-0.003667543822719943,-0.15915,-0.1886356363119155,-0.6879641600769717,-0.9289643130820465,0.48817438227507304,-0.6244566904687548,0.035000901143271805,0.008193457546093968,0.037222154316693346,0.007762269550378588,0.006475725001674414,0.007070151110486759,49979.9484107,0.0,0.4091214538230052,0.0,0.0,0.06490867694283331,-0.6021598790931015,0.68454,0.1192370381868927,0.0,-0.0045541123925745275
2026-02-05T02:00:00Z,72869.23,73317.57,72001.16,72560.4,0.99483,72295.5976681,110.0,0.30854,22425.3466479,-331.9600000000064,-0.0045541123925745275,0.31028999999999995,0.4532824962748707,-0.703557509912991,-0.676896656231225,1.163428807105668,-0.15035589216127315,0.03480822815413752,0.007964226883133734,0.037315327965715225,0.007692391191677383,0.006307396630112409,0.018142264926874763,72295.5976681,0.0,-0.37971311681392805,0.0,0.0,0.13308915956009587,-0.46907071953300566,0.99483,-0.08424427040206268,0.0,-0.016256801230423057
